name,description,sku,barcode,category_id,location_id,location,min_stock,max_stock,purchase_price,sale_price,tax_rate,status
PISTON COMPLETO,,AN101357,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,215.6,323,0,active
ROTOR DE MAGNETO,,AN111009,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,496.3,744,0,active
ESTATOR,,AN111013,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,375.2,563,0,active
CAPUCHON DE BUJIA DERECHA,,AN111015,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,23.1,34,0,active
BOBINA DE ALTA DERECHA CON CABLE,,AN111018,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,67.9,102,0,active
TAPA DE LLENADO DE ACEITE,,AN131007,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,4.9,7,0,active
SWITCH DE NEUTRO,,AP111023,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,21,31,0,active
EJE DE RUEDA DELANTERA,,AP151002,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,93.8,141,0,active
CASCO AXLE ROJO,,AXLEHRED,,259a321b-dd0f-4d5e-8dd4-b3327e6bf66e,,EXHIBIDOR,5,,150,250,0,active
COPA DE PALIER LADO RUEDA,,AY141202,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E03-C,5,,151.2,227,0,active
COPA DE PALIER LADO RUEDA,,AY141202-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,151.2,227,0,active
CARBURADOR COMPLETO,,AY581200,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E03-D,5,,551.6,827,0,active
CABLE DE REVERSA,,AZ161212,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-W,5,,87.5,132,0,active
BUJIA,,AZ351207,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,31.5,47,0,active
EMPAQUE DE ESCAPE,,AZ591064,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E12-B,5,,23.1,35,0,active
PIN DA PALIER,,BA133057,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,34.3,51,0,active
PONCHO DE PALIER,,BA133058,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E01-W,5,,65.8,99,0,active
RODAMIENTO DE EJE DELANTERO,,BF131722,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,71.4,107,0,active
JUNTA TAPA DE EMBRAGUE,,BF541208,,915e9bf7-562e-48d3-8046-bbb6f2f0aadc,,01A01E02-B,5,,37.8,57,0,active
RETEN DE COPA DE PALIER 2018,,BF551613,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,15.4,23,0,active
CABLE DE FRENO DE MANO,,BG131802,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-W,5,,75.6,113,0,active
CILINDRO DE FRENO,,BH131803,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-E,5,,441.7,662,0,active
PARABRISAS GREENGLASS ,,BH184000,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,03A01E17-A,5,,1199.8,1800,0,active
PEDAL DE FRENOS PARA LA BIZ,,BIZ00001,,04f109a3-1431-403d-b5f8-ed09760ca4d1,,01A02E06-W,5,,42,60,0,active
EMPAQUE DE CANO BIZ,,BIZ00002,,04f109a3-1431-403d-b5f8-ed09760ca4d1,,01A02E08-B,5,,2,4,0,active
TABLERO DE LA BIZ,,BIZ00003,,04f109a3-1431-403d-b5f8-ed09760ca4d1,,02A02E10-W,5,,185,240,0,active
"LLANTA TRASERA PARA BIZ 2,75/14 NPT",,BIZ27514NPT,,04f109a3-1431-403d-b5f8-ed09760ca4d1,,PISO,5,,160,240,0,active
LLANTA TRASERA PARA BIZ 80/80X14 NPT,,BIZ808014NPT,,04f109a3-1431-403d-b5f8-ed09760ca4d1,,PISO,5,,170,250,0,active
PAR DE BALATAS,,BIZPARBALATAS,,04f109a3-1431-403d-b5f8-ed09760ca4d1,,02A02E10-B,5,,27,40,0,active
PAR DE BALATAS RIFFEL,,BIZRIFFELBALAT,,04f109a3-1431-403d-b5f8-ed09760ca4d1,,02A02E10-W,5,,39,60,0,active
KIT DE CHAPA,,BROSS,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A03E11-C,5,,65,95,0,active
MESA INFERIOR,,BROSS 250,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A03E11-W,5,,150,200,0,active
MANIJA KIT,,BROSS200,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A02E11-A,5,,80,100,0,active
CABLEADO COMPLETO BROSS 200,,BROSS200C,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,01A02E05-W,5,,158,210,0,active
ESPEJOS BROSS 200,,BROSS200E,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A03E11-B,5,,35,50,0,active
MANIJA BROSS 200,,BROSS200M,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A02E11-A,5,,27,40,0,active
ASIENTO BROSS 250,,BROSS250A,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,00A00R02-W,5,,310,450,0,active
MANUBRIO BROSS 250,,BROSS250M,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A04E14-W,5,,90,130,0,active
PROTECTOR DE PIERNA BROSS 250,,BROSS250P,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,00A00R02-W,5,,120,150,0,active
ROSETA BROSS 250 GN,,BROSS250R,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,01A02E08-W,5,,55,80,0,active
TELESCOPICA INCOMPLETA BROSS 250,,BROSS250T,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,PISO,5,,730,850,0,active
MANILLAR DERECHO DE BROSS GY025,,BROSSGY025,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A02E10-C,5,,35,50,0,active
FILTRO DE AIRE BROSS 200cc GY083,,BROSSGY083,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A02E10-A,5,,24,40,0,active
MANIJA DE EMBRAGUE BROSS,,BROSSMANE,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A02E11-A,5,,32,45,0,active
MANIJA COMPLETA DERECHA BROSS,,BROSSMCRH,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,01A02E05-W,5,,40,60,0,active
MESA SUPERIOR PARA BROSS KYNGO 250,,BROSSMESK,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A03E11-A,5,,110,150,0,active
PAR DE BALATAS BROSS,,BROSSPARB,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A03E11-B,5,,31,45,0,active
PUNO DE ACELERADOR BROSS-PAR,,BROSSPARP,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,01A02E05-A,5,,14,25,0,active
ROSETA TRILAH BROSS,,BROSSROST,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,01A02E07-W,5,,65,90,0,active
TENSOR DE CADENA - BROSS GY12056,,BROSSTENC,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A02E11-A,5,,21,35,0,active
CAMARA CEAT 4.00-8,,C4008CEAT,,ad7bc126-ae82-4312-9fe4-d4c0c4182ae5,,02A04E12-A,5,,80,110,0,active
KIT DE EMPAQUE KT-150 CATIMOTO,,CATKT150,,600fc093-27ca-45ff-b16b-ee1540fb3f1d,,01A02E08-B,5,,24,35,0,active
EMPAQUE DE SILENCIADOR,,CB101114,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-B,5,,7,11,0,active
CAPUCHON DE BUJIA IZQUIERDO,,CB111008,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,23.1,35,0,active
CAPUCHON DE BUJIA IZQUIERDO,,CB111008-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,02A04E15-A,5,,23.1,35,0,active
RETROVISOR COMPLETO MACI,,CB160,,1e1cfc15-2deb-4bfb-b803-1da9727b2210,,01A02E08-E,5,,38,60,0,active
"LLANTAS TRASERA 3,25/18 TODO TERRENO WOLFTIRE",,CC2204,,59e33064-2157-4c8a-ab17-4d0046ffb7c9,,ESTANTERIA LLANTAS,5,,280,370,0,active
"LLANTA TORITO CEAT 4,00X8",,CEAT400X8,,609f405c-c63c-4760-be9e-0f3713ba35e9,,PISO,5,,430,500,0,active
KIT DE TRANSMISION COMPLETA CG,,CG000001,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-A,5,,138,180,0,active
KIT DE TRANSMISION COMPLETA CG250,,CG000002,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-A,5,,140,180,0,active
BOBINA DE ALTA,,CG000003,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-B,5,,24,35,0,active
CDI,,CG000004,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-B,5,,37,50,0,active
PUNO DE MANUBRIO 1 PAR,,CG000005,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A01E03-W,5,,12,25,0,active
FILTRO DE AIRE CG 125,,CG010125,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-B,5,,60,90,0,active
CHICOTILLO TACOMETRO HALCON,,CG-036,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A01E03-B,5,,13,25,0,active
CHAPA DE CONTACTO CG RUSI,,CG051RU,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-B,5,,20,30,0,active
SOCKET DE FARO DELANTERO,,CG090001,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-W,5,,10,15,0,active
GUIA DE VALVULAS,,CG125GV,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,01A02E08-B,5,,0,0,0,active
KIT DE PISTON RYS,,CG125RY,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,01A02E08-B,5,,75,100,0,active
TAPA DE BOBINA DE ENCENDIDO,,CG131001,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A03E11-A,5,,120,160,0,active
CARBURADOR,,CG150001,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A03E11-C,5,,105,140,0,active
KIT DE EMPAQUE CG 150,,CG150EM,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,01A02E08-B,5,,24,35,0,active
KIT DE REPARACION DE CARBURADOR SINYON,,CG150SINYON,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-C,5,,19,30,0,active
CARBURADOR,,CG200001,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A03E11-C,5,,110,150,0,active
KIT DE EMPAQUE CG200,,CG200EM,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,01A02E08-B,5,,24,35,0,active
PISTON COMPLETO CG 200,,CG200PIS,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-C,5,,75,100,0,active
KIT DE REPARACION DE CARBURADOR,,CG250001,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-C,5,,22,35,0,active
KIT DE EMPAQUE CG 250,,CG250EM,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,01A02E08-B,5,,24,35,0,active
PISTON COMPLETO CG 250,,CG250PIS,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-C,5,,76,100,0,active
KIT DE EMPAQUE CG 300,,CG300EM,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,01A02E08-B,5,,24,35,0,active
ANILLAS DE PISTON,,CG350STD,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,01A02E08-B,5,,0,0,0,active
DIRECCIONAL CUBETA DE DIRECCION,,CG519001,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-C,5,,29,45,0,active
KIT DE EMPAQUETADURA CG250,,CGGY0571,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-W,5,,29,40,0,active
PISTON COMPLETO HFBSTD 230,,CGHFBSTD,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-C,5,,70,100,0,active
TAPA DE TANQUE CG2 150,,CGHX1101,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A02E10-C,5,,67,100,0,active
BUJE DE ROSETA CGL,,CGL00001,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,15,25,0,active
EJE DE CAMBIO CGL,,CGL00002,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,48,70,0,active
FOCO DE FARO LED CGL,,CGL00003,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,18,30,0,active
FOCO DE STOP CGL,,CGL00004,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,9,15,0,active
GOMA TAPA LATERAL CGL,,CGL00005,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,10,15,0,active
GUINADOR LED CGL,,CGL00006,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,38,50,0,active
BUJE DE ROSETA CGL COCODRILO,,CGL00007,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,0,0,0,active
EMPAQUE DE CANO CGL UNIVERSAL,,CGL00008,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,2,4,0,active
GOMA DE MASERO DE LLANTA CGL,,CGL00009,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,0,0,0,active
PINON DE VELOCIMETRO CGL,,CGL00010,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,21,30,0,active
RECTIFICADOR DE CORRIENTE CGL,,CGL00011,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,26,40,0,active
BUJIA CGL UNIVERSAL,,CGL00012,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-D,5,,16,25,0,active
ROSETA CON PLATO CGL 150,,CGL00013,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-W,5,,54,80,0,active
FARO DE LA CGL,,CGL00014,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-A,5,,80,110,0,active
RETEN DE CAMBIO,,CGL00014-1,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,5,8,0,active
TABLERO DE VELOCIMETRO CGL,,CGL00015,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-A,5,,150,190,0,active
CILINDRO COMPLETO CGL,,CGL00016,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-B,5,,230,300,0,active
COMANDO MANILLAR DERECHO CGL 150,,CGL00017,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-B,5,,70,90,0,active
KIT DE DISCOS DE EMBRAGUE CGL,,CGL00018,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-B,5,,19,30,0,active
LLAVE DE PASO CON FILTRO CGL,,CGL00019,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-B,5,,18,30,0,active
LLAVE DE PASO DE LA CGL,,CGL00020,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-B,5,,15,25,0,active
BUJE DE CGL HORQUILLA,,CGL00021,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-C,5,,14,20,0,active
MANIJA DE EMBRAGUE,,CGL00022,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A03E11-W,5,,29,40,0,active
TENSOR DE CADENA CUADRADA CGL,,CGL00022-1,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E11-A,5,,15,25,0,active
AMORTIGUADOR,,CGL00023,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A03E11-W,5,,235,280,0,active
KIT DE CHAPAS,,CGL00024,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A03E11-C,5,,78,110,0,active
PAR DE AMORTIGUADOR,,CGL00025,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A03E11-B,5,,220,270,0,active
FILTRO DE AIRE COMPLETO,,CGL00026,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A03E11-B,5,,75,110,0,active
MANIJA DE FRENO,,CGL00027,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A03E11-A,5,,18,25,0,active
GUARDAPOLVO,,CGL00028,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-W,5,,28,40,0,active
GUARDAPOLVO DE TELESCOPICA,,CGL00029,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-W,5,,30,40,0,active
FILTRO DE AIRE COMPLETO,,CGL00030,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-W,5,,90,130,0,active
RESORTE DE VARILLA DE FRENO CARTA,,CGL00031,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-C,5,,7,10,0,active
RESORTE DE PARADOR CENTICY,,CGL00032,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-C,5,,7,10,0,active
FARO POSTERIOR,,CGL00033,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-C,5,,84,120,0,active
DIRECCIONALES,,CGL00034,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-C,5,,29,40,0,active
AMORTIGUADOR,,CGL00035,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-C,5,,190,250,0,active
RELAY DE DIRECCIONAL,,CGL00036,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-B,5,,37,50,0,active
CLAXON,,CGL00037,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-B,5,,35,50,0,active
PAR DE BALATAS MASI,,CGL00038,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E10-A,5,,27,40,0,active
ROSETA JAPAN 42T,,CGL00039,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-W,5,,50,70,0,active
ROSETA JAPAN 38T,,CGL00040,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-W,5,,39,55,0,active
ROSETA CON PROTECTOR 42T,,CGL00041,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-W,5,,52,70,0,active
ROSETA 42T,,CGL00042,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-W,5,,52,70,0,active
PINON COCODRILO 15T,,CGL00043,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-W,5,,15,25,0,active
ARO 18 DELANTERO CGL A RADIO COMPLETO,,CGLARO18,,0b48e635-e9b1-4506-b13a-6adddd90387e,,00A00R02-W,5,,597,780,0,active
FUNDA CGL NEGRO,,CGLFUNBK,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E14-A,5,,35,50,0,active
FUNDA CGL NEGRO,,CGLFUNBK-1,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E14-A,5,,38,50,0,active
FUNDAS CGL ROJA,,CGLFUNRD,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E14-A,5,,35,50,0,active
GOMA DE PISADERA CGL 150,,CGLGOPIS,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E05-A,5,,9,20,0,active
MANUBRIO CGL-150,,CGLHD150,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E14-W,5,,55,80,0,active
ESPEJOS CGL 150,,CGLM150,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A03E11-B,5,,30,45,0,active
GOMA DE MASERO DE LLANTA MACI CGL,,CGLM344,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E08-B,5,,25,35,0,active
MANIJA DE EMBRAGUE CGL,,CGLMANEM,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E11-A,5,,32,45,0,active
MANIJA DE FRENO CGL,,CGLMANFR,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E11-A,5,,32,45,0,active
PARRILLA PARA CGL,,CGLPARRIL,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E12-W,5,,180,260,0,active
PEDAL DE CAMBIO CGL,,CGLPECAM,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E06-W,5,,28,40,0,active
PEDAL DE PATADA CGL,,CGLPEDPAT,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E06-W,5,,37,50,0,active
PEDAL DE FRENOS CGL,,CGLPEFRE,,0b48e635-e9b1-4506-b13a-6adddd90387e,,01A02E06-W,5,,44,60,0,active
PORTA ZAPATA TRASERA CGL NEGRO,,CGLPORBK,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E11-A,5,,166,210,0,active
PORTA ZAPATA CGL PLOMO,,CGLPORGR,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A02E11-A,5,,150,200,0,active
KIT DE CHAPA CGL,,CGLWY125,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A03E11-C,5,,120,160,0,active
GOMA DE MACERO DE LLANTA,,CGM3441,,cdbf49a6-a08a-4bce-b3a4-606d70a2e315,,02A03E11-A,5,,18,30,0,active
B12 110 KIT DE PERNO PARA PINON,,CH-102410,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,10,15,0,active
PUNO DE ACELERADOR 125 CG - PAR,,CH-125CGPAR,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E05-A,5,,13,25,0,active
PINON 14T 20C,,CH-14T20C,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-W,5,,15,25,0,active
PINON 14T TRILHA,,CH-14TRBM150,,5c4923ea-5fd4-4c1a-8425-a64e22d071bf,,01A02E08-W,5,,15,25,0,active
PRENSA DE EMBRAGUE 150 73T-6D-6P,,CH-15073T,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A03E11-C,5,,150,200,0,active
PINON 15T 20C,,CH-15T20C,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-W,5,,15,25,0,active
PINON 15T TRILHA,,CH-15TRBM150,,5c4923ea-5fd4-4c1a-8425-a64e22d071bf,,01A02E08-W,5,,15,25,0,active
PINON 16T 20C,,CH-16T20C,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-W,5,,15,25,0,active
PINON 17T 20C,,CH-17T20C,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-W,5,,15,25,0,active
CIGUENAL-200cc,,CH-200GY144,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A02E10-C,5,,370,500,0,active
CULATA-200cc,,CH-200GY148,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A02E10-C,5,,450,600,0,active
CILINDRO COMPLETO 250CC,,CH-250CC,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E05-E,5,,290,400,0,active
RETEN DE TELESCOPIO,,CH-2637105,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
RETEN DE TELESCOPIO,,CH-3042105,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
RETEN DE TELESCOPIO,,CH-3143103,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
KIT DE REPARACION ARRANQUE,,CH-36JBM150,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E06-W,5,,30,42,0,active
RETEN,,CH-375011,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
CADENA CON ORING,,CH-428120L,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A02E10-A,5,,280,360,0,active
CADENA CON ONGTULA,,CH-428132L,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A02E10-A,5,,77,110,0,active
CADENA CON ORING,,CH-428136L,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A02E10-A,5,,320,390,0,active
CADENA KNC,,CH-42PFF122,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-W,5,,71,100,0,active
CADENA CON ORING,,CH-520110L,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A02E10-A,5,,280,360,0,active
RODAMIENTOS 6201,,CH-6201,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
RODAMIENTOS 6203,,CH-6203,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-C,5,,12,25,0,active
RODAMIENTOS 6301,,CH-6301,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-C,5,,13,25,0,active
RODAMIENTOS,,CH-6302,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
KIT DE TRANSMISION DUKE 200cc 6 HUECOS,,CH-91471,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A02E10-W,5,,466,550,0,active
ROSETA CON PLATO,,CH-A125,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-W,5,,54,70,0,active
FOCO LED,,CH-A249,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,38,50,0,active
FOCO LED,,CH-A256,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,41,60,0,active
FOCO LED H4,,CH-A256-1,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
FORRO PARA ESCAPE,,CH-A4861A,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-C,5,,0,0,0,active
PROTECTOR DE CHAPA,,CH-A705B,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E07-A,5,,32,50,0,active
RODAMIENTO DE AGUJA DE MOTOR,,CH-AGUENGIN,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,12,15,0,active
PAR DE BALATAS,,CH-B12,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A03E11-B,5,,29,40,0,active
PASTILLA DE FRENO,,CH-B12-1,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-A,5,,15,25,0,active
PASTILLA DE FRENO,,CH-BG007,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,15,25,0,active
BOBINA DE ALTA MOTOLIDER,,CH-BHBM150,,5c4923ea-5fd4-4c1a-8425-a64e22d071bf,,02A02E10-B,5,,24,35,0,active
KIT DE CADENILLA,,CH-BIZ202,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,69,90,0,active
SEGURO DE PINON,,CH-BLCKGEAR,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,01A02E08-B,5,,0,0,0,active
GUARDABARRO DELANTERO AZUL,,CH-BLEFNDER,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E16-C,5,,90,130,0,active
GUARDABARRO DELANTERO NEGRO,,CH-BLKFNDER,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E16-C,5,,90,130,0,active
GUARDABARRO NEGRO,,CH-BLKFNDER-1,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E13-C,5,,136,180,0,active
