name,description,sku,barcode,category_id,location_id,location,min_stock,max_stock,purchase_price,sale_price,tax_rate,status
LIQUIDO PARA FRENO DOT 4 120 ML,,130021,,630b0a0c-4d28-4950-baa6-1dc4715d4d67,,03A01E16-D,5,,13,20,0,active
RODAMIENTO 6204,,1100342,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,44.8,67,0,active
SEGURO DE PINON 10202215 COCODRILO,,10202215,,f4a23b9f-b241-462d-93d3-1239bf784ba0,,VITRINAB3-W,5,,6,10,0,active
TAPA DE JEBE GUARDACADENA,,15161069,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-A,5,,2.8,4,0,active
NIPLE DE RADIOS,,16151066,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E06-W,5,,1.4,3,0,active
LAMPARA 12V-10W,,18201044,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,02A01E09-B,5,,5.6,8,0,active
LAMPARA 12V-10W,,18201044-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,02A01E09-W,5,,5.6,8,0,active
LAMPARA 12V-10W,,18201044-2,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,VITRINAB3-C,5,,5.6,8,0,active
GUARDABARRO DELANTERO ROJO XZ,,20100175,,f198707c-f3fd-43ff-acb2-62617e1f99cf,,03A01E18-C,5,,0,0,0,active
GUARDABARRO DELANTERO NEGRO,,20100231,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E18-C,5,,120,160,0,active
FILTRO DE AIRE CARGUERO CUELLO RECTO,,20603040,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E18-C,5,,0,0,0,active
FILTRO DE AIRE NEGRO,,20603144,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E18-C,5,,0,0,0,active
GUARDABARRO DELANTERO,,20603172,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E18-C,5,,0,0,0,active
KIT DE GUARDABARRO CGL ROJO,,20603249,,0b48e635-e9b1-4506-b13a-6adddd90387e,,03A01E18-C,5,,0,0,0,active
GUARDABARRO DELANTERO ROJO,,20603264,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E18-C,5,,120,160,0,active
GUARDABARRO DELANTERO PULSAR 135 ROJO,,20603308,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E18-C,5,,120,160,0,active
LLANTA 4.00-8 TORITO,,21150307,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,PISO,5,,618.8,928,0,active
GUARDABARRO DELANTERO G1 ROJO,,21163212,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A01E18-C,5,,90,130,0,active
RETEN DE ACEITE DELGADO RUEDA POST.MET.,,22171007,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,7,11,0,active
EMBRAGUE COMPLETO,,24101781,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-C,5,,470.4,706,0,active
PALIER,,24102003,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,02A04E12-B,5,,190.4,285,0,active
FLOTADOR DE CARBURADOR,,24121365,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E07-A,5,,88.2,132,0,active
FILTRO DE COMBUSTIBLE,,24121652,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-B,5,,10.5,16,0,active
FILTRO DE COMBUSTIBLE,,24121652-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A04E15-B,5,,10.5,16,0,active
AMARRILLA,,24130105,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,67.2,101,0,active
CABLE DE FRENO DE MANO POSTERIOR IZQ.,,24151059,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-W,5,,44.8,67,0,active
CABLE DE FRENO DE MANO POSTERIOR DER.,,24151060,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-W,5,,44.8,67,0,active
BOMBIN COMPLETO DE RUEDA POSTERIOR ALT. AB151091,,24151164,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,102.9,154,0,active
PAR DE BALATAS DE FRENO,,24151171,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E03-B,5,,58.8,88,0,active
AUTOREGULADOR IZQUIERDO,,24151175,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,28.7,43,0,active
CILINDRO DE FRENO,,24151291,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-E,5,,316.4,474,0,active
RECIPIENTE LIQUIDO DE FRENO,,24151299,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-D,5,,41.3,62,0,active
GUARDAPOLVO DE CANA SUPERIOR,,24161443,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,4.9,7,0,active
GUARDAPOLVO DE CANA SUPERIOR,,24161443-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,4.9,7,0,active
BOCINA DE AMORTIGUADOR,,24171055,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,4.2,6,0,active
BOCINA DE AMORTIGUADOR,,24171055-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,4.2,6,0,active
PONCHO DE PALIER,,24171076,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,03A01TE01-W,5,,23.1,35,0,active
AMORTIGUADOR POSTERIOR,,24171094,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E01-D,5,,179.2,269,0,active
EJE POSTERIOR CON GRASERA,,24171118,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,270.9,406,0,active
EJE POSTERIOR CON GRASERA,,24171118-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-D,5,,270.9,406,0,active
KIT DE CHAPAS,,24181153,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,263.2,394,0,active
CABLE DE EMBRAGUE,,24191146,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-W,5,,77,127,0,active
CABLE DE CEBADOR,,24191182,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E06-W,5,,71.4,107,0,active
FARO POSTERIOR DER.,,24201473,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,181.3,272,0,active
DIRECCIONAL DELANTERO IZQUIERDO,,24201487,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,111.3,167,0,active
DIRECCIONAL DELANTERO DERECHO,,24201488,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,111.3,167,0,active
GUIA DE VALVULA PARA TORITO,,28101125,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,85,130,0,active
RETEN DE ACEITE EJE ARRANQUE,,30101142,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-B,5,,4.2,6,0,active
ORING,,30101195,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E07-A,5,,2.1,3,0,active
LEVA DE FRENO POSTERIOR RUEDA RADIO,,30151011,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E06-C,5,,18.9,28,0,active
COLLAR DE RODAMIENTO EJE BOCAMAZA RUEDA DELANTERA,,30151032,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-W,5,,9.8,15,0,active
COLLAR DE RODAMIENTO EJE BOCAMAZA RUEDA DELANTERA,,30151032-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-W,5,,9.8,15,0,active
RETEN DE ACEITE BOCAMAZA RUEDA FRONTAL,,30151035,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-B,5,,8.4,12,0,active
AMARRILLA,,30151039,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,46.2,69,0,active
RESORTE DE ZAPATA DE FRENO,,30151069,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB4-B,5,,2.1,3,0,active
COLLAR DE RODAMIENTOS RUEDA POSTERIOR,,30151075,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-W,5,,11.2,17,0,active
COLLAR DE RODAMIENTOS RUEDA POSTERIOR,,30151075-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-W,5,,11.2,17,0,active
PAR DE BALATAS DE FRENO,,30151105,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A01E01-C,5,,42,63,0,active
PAR DE BALATAS DE FRENO,,30151105-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A01E09-D,5,,42,63,0,active
PERNO DEL SUJETADOR DE TIMON,,30181004,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A01E09-B,5,,0,0,0,active
PISTA INFERIOR-TAPA,,30181009,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A01E04-B,5,,18.2,27,0,active
PISTA INFERIOR-TAPA,,30181009-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A02E09-B,5,,18.2,27,0,active
RESORTE DE VARILLA DE FRENO,,30191035,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-C,5,,1.4,3,0,active
TUERCA DE VARILLA DE FRENO,,30191036,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-C,5,,2.8,4,0,active
PASADOR VARILLA DE FRENO,,30191038,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-C,5,,1.4,2,0,active
REFLECTOR POSTERIOR DE PARACHOQUE,,30201069,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E06-A,5,,8.4,13,0,active
CAJA DE FUSIBLES,,30201104,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E07-A,5,,9.8,15,0,active
CAJA DE FUSIBLES,,30201104-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-B,5,,9.8,15,0,active
CHAVETA DE CIGÜENAL,,31101173,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,VITRINAB2-C,5,,3.5,5,0,active
FOCO 12V 5/10W STOP,,31201028,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A01E09-A,5,,7.7,12,0,active
SEGURO DE EJE,,39073817,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E06-C,5,,0.7,2,0,active
TUERCA DEL EJE MANGO POSTERIOR RUEDA ALEACION,,39080115,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-B,5,,7.7,11,0,active
"TUERCA HEXAGONAL M5XO,5 REG. DE BALANCIN",,39097315,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A02E07-A,5,,1.4,2,0,active
SEGURO DE CAJA MOTOR,,39098717,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A02E09-B,5,,1.4,2,0,active
PIN DE CILINDRO 14X20,,39100006,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,01A02E07-A,5,,2.1,3,0,active
RETEN DE VALVULA,,39103519,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,8.4,12,0,active
RETEN DE EJE ARRANQUE,,39104119,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB4-B,5,,3.5,5,0,active
RETEN DE ACEITE,,39104319,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E15-A,5,,4.9,7,0,active
TUERCA CASTILLO DE COPA PALIER,,39118215,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,4.2,7,0,active
ARANDELA,,39121111,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E07-A,5,,2.1,3,0,active
ESPARRAGO M8,,39142305,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-C,5,,4.9,7,0,active
RODAMIENTO DE RODILLOS DE PINON DOBLE,,39143520,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,17.5,26,0,active
RODAMIENTO DE RODILLOS DE PINON DOBLE,,39143520-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,17.5,26,0,active
ORING MALLA FILTRO DE ACEITE,,39153721,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A01E02-B,5,,1.4,2,0,active
ORING MALLA FILTRO DE ACEITE,,39153721-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB4-B,5,,1.4,2,0,active
ORING TAPA FILTRO DE ACEITE,,39167121,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-A,5,,7,11,0,active
RETEN DE CARTER EJE DE ARRASTRE,,39171519,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-B,5,,4.2,6,0,active
RETEN DE CARTER EJE DE ARRASTRE,,39171519-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-W,5,,4.2,6,0,active
RODAMIENTO DE PAQUETE DE EMBRAGUE,,39188020,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB3-C,5,,29.4,44,0,active
AMARRILLA,,39193120,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,114.1,171,0,active
PERNO PARA SEGURO DE PINON,,39198104,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-B,5,,1.4,3,0,active
RETEN DE VALVULA,,39201719,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A04E15-A,5,,8.4,13,0,active
RETEN DE VALVULA,,39201719-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A04E15-B,5,,8.4,13,0,active
RETEN DE VALVULA,,39201719-2,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A04E15-W,5,,8.4,13,0,active
RETEN DE VALVULA,,39201719-3,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB3-C,5,,8.4,13,0,active
RETEN DE ARRASTRE,,39218919,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,01A01E02-B,5,,13.3,20,0,active
RETEN DE CAMBIOS,,39219019,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A04E15-B,5,,4.9,7,0,active
RETEN DE CAMBIOS,,39219019-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB4-B,5,,4.9,7,0,active
ARANDELA BELLEVILLE,,39220011,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E06-C,5,,2.1,4,0,active
ARANDELA BELLEVILLE,,39220011-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A02E09-B,5,,2.1,4,0,active
SEGURO,,39240817,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E06-C,5,,2.1,3,0,active
SUPLEMENTO 1 EJE DE BALANCIN,,39244011,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E15-A,5,,2.1,3,0,active
"RODAMIENTO DE AGUJAS, EJE PRIMARIO",,39256220,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB3-C,5,,14.7,22,0,active
AMARRILLA,,39266921,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB1-C,5,,2.8,5,0,active
RODAMIENTO DE BOLA 17X35X10 ARBOL DE LEVA,,39268320,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A02E09-B,5,,30.8,46,0,active
RODAMIENTO DE BOLA 17X35X10 ARBOL DE LEVA,,39268320-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB3-C,5,,30.8,46,0,active
GUARDABARRO POSTERIOR ,,52210040,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,02A04E15-D,5,,92.4,139,0,active
GUARDABARRO DELANTERO,,52244040,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,02A04E15-D,5,,217,326,0,active
PERNO DE TELESCOPICA,,59040006,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,03A01TE01-B,5,,13.3,20,0,active
AMARRILLA,,59150003,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-C,5,,3.5,5,0,active
TUERCA BRIDADA PARA MAGNETO,,59150014,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-B,5,,4.9,7,0,active
ORING DRENAJE TAPA DE ACEITE,,59210023,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB4-A,5,,1.4,2,0,active
ORING,,59210024,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A02E09-B,5,,2.1,4,0,active
FILTRO DE ACEITE TVS,,62081920,,23948a97-dfd9-47c3-95ac-a63ae44decaf,,02A04E13-B,5,,28,45,0,active
GUARDABARRO DELANTERO BROSS VERDE,,102000200,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A04E18-C,5,,113,150,0,active
GUARDABARRO DELANTERO AMARILLO XR-150,,201000131,,cc453a35-d745-473f-a373-45629e386974,,02A04E18-C,5,,127,165,0,active
GUARDABARRO DELANTERO CGL AZUL,,201000150,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E18-C,5,,90,130,0,active
GUARDABARRO DELANTERO NARANJA,,201000180,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,120,160,0,active
GUARDABARRO DELANTERO CARGUERO AZUL,,201000190,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,160,200,0,active
GUARDABARRO DELANTERO CGL AZUL,,201000227,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E18-C,5,,90,130,0,active
GUARDABARRO DELANTERO ROJO DISCOVER,,201000229,,78c95d84-4152-4697-92d0-331c66795775,,02A04E18-C,5,,100,140,0,active
GUARDABARRO DELANTERO VERDE TRYPTON,,201001184,,a0f58ef2-eda0-4829-9d5d-9a656af9ad43,,02A04E18-C,5,,100,130,0,active
FILTRO DE AIRE CORUERO,,206003030,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,03A04E18-B,5,,0,0,0,active
GUARDABARRO DELANTERO NEGRO UNICOR,,206003127,,c3801bad-e5a6-438a-9d76-16ca4d94b704,,02A04E18-C,5,,100,140,0,active
GUARDABARRO DELANTERO AZUL,,206003136,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,120,160,0,active
GUARDABARRO DELANTERO CARGUERO ROJO,,206003155,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,160,200,0,active
GUARDABARRO DELANTERO CGL NEGRO,,206003158,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E18-C,5,,90,130,0,active
GUARDABARRO DELANTERO CARGUERO AZUL,,206003162,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,160,200,0,active
GUARDABARRO POSTERIOR METAL NEGRO,,206003167,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,0,0,0,active
GUARDABARRO DELANTERO BLANCO XTZ-125,,206003178,,4eb4dbeb-dcd0-4177-bbdf-2da23861c4d9,,02A04E18-C,5,,120,160,0,active
GUARDABARRO DELANTERO NEGRO PULSAR-180,,206003181,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,120,160,0,active
GUARDABARRO DELANTERO GRIS TRYPTON,,206003196,,a0f58ef2-eda0-4829-9d5d-9a656af9ad43,,02A04E18-C,5,,100,130,0,active
GUARDABARRO DELANTERO AZUL STORM HONDA,,206003199,,357f0320-ab0b-4b61-a81b-4396d199b048,,02A04E18-C,5,,110,150,0,active
GUARDABARRO DELANTERO NEGRO CGL,,206003209,,0b48e635-e9b1-4506-b13a-6adddd90387e,,02A04E18-C,5,,90,130,0,active
GUARDABARRO DELANTERO CV 150,,206003231,,143928db-fd90-4b64-bff0-7708b4d1fc97,,02A04E18-C,5,,100,140,0,active
GUARDABARRO DELANTERO AMARILLO XR-150,,206003306,,cc453a35-d745-473f-a373-45629e386974,,02A04E18-C,5,,127,165,0,active
GUARDABARRO DELANTERO NEGRO/NARANJA,,206003315,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,120,160,0,active
GUARDABARRO DELANTERO BROSS AZUL,,206003999,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A04E18-C,5,,113,150,0,active
GUARDABARRO DELANTERO ROJO TRYPTON,,206603162,,a0f58ef2-eda0-4829-9d5d-9a656af9ad43,,02A04E18-C,5,,100,130,0,active
GUARDABARRO DELANTERO NEGRO PULSAR-180,,220100017,,6ae1440f-21f0-4c7d-a846-b7bb98545e47,,02A04E18-C,5,,120,160,0,active
GUARDABARRO DELANTERO BROSS NARANJA,,220100138,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A04E18-C,5,,113,150,0,active
GUARDABARRO ROJO PARA BROSS,,220100150,,c7ea1a63-ecbc-4ada-9bc3-deaccab9f00c,,02A04E12-A,5,,90,120,0,active
PAR DE BALATAS BM 150,,30151105-A,,5c4923ea-5fd4-4c1a-8425-a64e22d071bf,,02A03E11-C,5,,28,40,0,active
PAR DE BALATAS BOXER 150 STD,,30151105-A-1,,5c4923ea-5fd4-4c1a-8425-a64e22d071bf,,02A02E10-A,5,,29,40,0,active
KIT DE RESORTE RETORNO MOTOR DE ARRANQUE,,36AA4018,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,30.1,45,0,active
KIT DE DISCOS DE EMBRAGUE,,36AA4025,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E01-D,5,,113.4,170,0,active
KIT DE DISCOS DE EMBRAGUE,,36AA4025-1,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,113.4,170,0,active
PAR DE VALVULAS,,36AA4033,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,111.3,167,0,active
KIT DE RETENES,,36AA4041,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,63,94,0,active
KIT DE EMBULO CARBURADOR,,36AA4073,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,62.3,93,0,active
KIT DE EMBULO CARBURADOR,,36AA4082,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-C,5,,97.3,146,0,active
PAR DE VALVULAS,,36AA4102,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,142.8,214,0,active
CILINDRO COMPLETO,,36AA4105,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,755.3,1133,0,active
KIT DE VALVULAS,,36AA4106,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,142.8,214,0,active
KIT DE DADOS Y PIN DE PALIER,,36AL0001,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,35,58,0,active
CILINDRO COMPLETO,,36AN0010,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-C,5,,755.3,1133,0,active
KIT DE ANILLOS DE PISTON,,36AN0016,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,95.2,143,0,active
CILINDRO COMPLETO,,36AU0001,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,1007.3,1511,0,active
KIT DE DADOS Y PIN DE PALIER,,36BA4042,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,54.6,82,0,active
KIT DE DADOS Y PIN DE PALIER,,36BA4043,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E04-B,5,,79.1,119,0,active
KIT DE COPA LADO RUEDA CON TRIPODE,,36BH0010,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,412.3,618,0,active
KIT DE COPA LADO MOTOR CON TRIPODE,,36BH0031,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-D,5,,534.8,802,0,active
PONCHO DE PALIER,,36BH0036,,cc3d43a0-5c7a-4637-b669-c99519b97b65,,01A01E02-B,5,,64.4,97,0,active
KIT DE JEBES PARA TAPA LATERAL,,36DH1601,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,VITRINAB5-B,5,,13.3,20,0,active
PASTILLA DE FRENO POSTERIOR,,36DH4174,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,01A02E06-A,5,,77,116,0,active
KIT DE ANILLOS DE PISTON,,36DJ4008,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E15-A,5,,97.3,146,0,active
KIT DE PERNOS PARA ESTRIBO,,36DK0013,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,01A01E02-B,5,,8.4,14,0,active
FILTRO DE AIRE,,36DK0015,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E13-B,5,,37.8,57,0,active
AMARRILLA,,36DK0020,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB2-A,5,,47.6,71,0,active
KIT DE TRANSMISION COMPLETA,,36DK0036,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A01E09-W,5,,627.2,941,0,active
KIT DE SOPORTE ESPEJO,,36DK0037,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB3-B,5,,9.8,15,0,active
KIT DE COLLAR CON GRASERA,,36DK0159,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E15-A,5,,135.8,204,0,active
KIT DE PINON DE VELOCIMETRO RUEDA ALEACION,,36DS1502,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB1-B,5,,15.4,23,0,active
KIT DE SOPORTE DE MANUBRIO,,36DS1801,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E07-D,5,,37.8,57,0,active
CONJUNTO DE PLACA DE FRICCION,,36DT0084,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E15-A,5,,357,536,0,active
KIT DE AJUSTADOR DE CABLES,,36DU1901,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E05-C,5,,15.4,23,0,active
KIT DE PISTAS CON BOLILLAS Y GRASA,,36DZ2008,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,01A02E06-D,5,,90.3,135,0,active
KIT DE ANILLOS DE PISTON,,36JE0002,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E15-A,5,,77,116,0,active
GUIAS DE CADENA DE LEVAS,,36JE0003,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,02A04E15-W,5,,29.4,44,0,active
GUIAS DE CADENA DE LEVAS,,36JE0003-1,,f83f3bdf-e3ec-4256-a6e7-32400aee549f,,VITRINAB5-C,5,,29.4,44,0,active
CILINDRO COMPLETO,,36JE0012,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A04E12-B,5,,799.4,1199,0,active
KIT DE TRANSMISION COMPLETA CON ORING,,36JE0014,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,02A01E09-W,5,,559.3,838,0,active
KIT DE GUIA DE CADENA,,36JF0005,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,01A01E02-A,5,,49,74,0,active
KIT DE GUIA DE CADENA,,36JF0005-1,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,01A01E02-B,5,,49,74,0,active
KIT DE ANILLAS,,36JF0042,,774f9116-36fd-40b9-9bbd-a8c2c0569b99,,01A01E02-B,5,,90.3,135,0,active
